year,area,area_name,racecomp,xtype,hp
2024,34,New Jersey,Hispanic,Share of struggling households who own a home,.34346336
2024,34,New Jersey,Hispanic,Share of self sufficent household households who own a home,.55848265
2024,34,New Jersey,Asian,Share of struggling households who own a home,.62381005
2024,34,New Jersey,Asian,Share of self sufficent household households who own a home,.68392664
2024,34,New Jersey,Other,Share of struggling households who own a home,.51480538
2024,34,New Jersey,Other,Share of self sufficent household households who own a home,.66710061
2024,35,New Mexico,Total,Share of struggling households who own a home,.64183652
2024,35,New Mexico,Total,Share of self sufficent household households who own a home,.78542143
2024,35,New Mexico,White,Share of struggling households who own a home,.67094946
2024,35,New Mexico,White,Share of self sufficent household households who own a home,.82013166
2024,35,New Mexico,Black,Share of struggling households who own a home,.3859356
2024,35,New Mexico,Black,Share of self sufficent household households who own a home,.60022348
2024,35,New Mexico,Hispanic,Share of struggling households who own a home,.61927229
2024,35,New Mexico,Hispanic,Share of self sufficent household households who own a home,.7795915
2024,35,New Mexico,Asian,Share of struggling households who own a home,.48926461
2024,35,New Mexico,Asian,Share of self sufficent household households who own a home,.59166378
2024,35,New Mexico,Other,Share of struggling households who own a home,.71089762
2024,35,New Mexico,Other,Share of self sufficent household households who own a home,.69412398
2024,36,New York,Total,Share of struggling households who own a home,.46751413
2024,36,New York,Total,Share of self sufficent household households who own a home,.65361845
2024,36,New York,White,Share of struggling households who own a home,.62065595
2024,36,New York,White,Share of self sufficent household households who own a home,.71973872
2024,36,New York,Black,Share of struggling households who own a home,.26945069
2024,36,New York,Black,Share of self sufficent household households who own a home,.49660847
2024,36,New York,Hispanic,Share of struggling households who own a home,.24561363
2024,36,New York,Hispanic,Share of self sufficent household households who own a home,.43163076
2024,36,New York,Asian,Share of struggling households who own a home,.55214554
2024,36,New York,Asian,Share of self sufficent household households who own a home,.567334
2024,36,New York,Other,Share of struggling households who own a home,.4625105
2024,36,New York,Other,Share of self sufficent household households who own a home,.5881207
2024,37,North Carolina,Total,Share of struggling households who own a home,.5577659
2024,37,North Carolina,Total,Share of self sufficent household households who own a home,.77345717
2024,37,North Carolina,White,Share of struggling households who own a home,.65966517
2024,37,North Carolina,White,Share of self sufficent household households who own a home,.82452786
2024,37,North Carolina,Black,Share of struggling households who own a home,.38690782
2024,37,North Carolina,Black,Share of self sufficent household households who own a home,.61575902
2024,37,North Carolina,Hispanic,Share of struggling households who own a home,.45559749
2024,37,North Carolina,Hispanic,Share of self sufficent household households who own a home,.6300438
2024,37,North Carolina,Asian,Share of struggling households who own a home,.57196397
2024,37,North Carolina,Asian,Share of self sufficent household households who own a home,.78323591
2024,37,North Carolina,Other,Share of struggling households who own a home,.47534865
2024,37,North Carolina,Other,Share of self sufficent household households who own a home,.71410984
2024,38,North Dakota,Total,Share of struggling households who own a home,.48448572
2024,38,North Dakota,Total,Share of self sufficent household households who own a home,.68971503
2024,38,North Dakota,White,Share of struggling households who own a home,.54088539
